startup_id,month,revenue_inr_lakhs,burn_inr_lakhs,cash_balance_inr_lakhs,runway_months,active_users,monthly_churn_rate,mom_growth_rate
S017,2024-08,28.55,74.29,0.0,0.0,135,0.0963,-0.0607
S017,2024-09,32.48,75.44,0.0,0.0,148,0.031,0.1375
S017,2024-10,34.52,75.32,0.0,0.0,147,0.0616,0.0629
S017,2024-11,41.69,75.31,0.0,0.0,169,0.0626,0.2076
S017,2024-12,47.03,75.54,0.0,0.0,177,0.0724,0.1282
S017,2025-01,49.12,74.79,0.0,0.0,168,0.0833,0.0443
S017,2025-02,54.92,77.05,0.0,0.0,174,0.083,0.1182
S017,2025-03,54.91,79.64,0.0,0.0,169,0.0531,-0.0002
S017,2025-04,62.34,79.42,0.0,0.0,175,0.0712,0.1353
S017,2025-05,79.0,80.56,0.0,0.0,186,0.0547,0.1137
S017,2025-06,75.9,81.66,0.0,0.0,184,0.0766,0.0933
S017,2025-07,79.96,82.19,0.0,0.0,176,0.0933,0.0535
S017,2025-08,99.46,79.24,0.0,99.0,208,0.0652,0.2438
S017,2025-09,107.07,77.45,0.0,99.0,209,0.0854,0.0766
S017,2025-10,117.14,78.12,0.0,99.0,209,0.068,0.094
S017,2025-11,121.88,78.52,0.0,99.0,203,0.0797,0.0405
S017,2025-12,137.6,77.77,0.0,99.0,217,0.077,0.129
S017,2026-01,149.25,75.99,0.0,99.0,228,0.0573,0.0847
S017,2026-02,177.33,77.93,0.0,99.0,249,0.0811,0.1881
S017,2026-03,193.32,80.52,0.0,99.0,250,0.0889,0.0902
S017,2026-04,219.35,78.63,0.0,99.0,265,0.0626,0.1346
S017,2026-05,246.44,79.91,0.0,99.0,276,0.0734,0.1235
S017,2026-06,268.43,79.3,0.0,99.0,288,0.0606,0.0892
S018,2024-07,4.32,10.72,13.79,2.2,58,0.0288,0.0395
S018,2024-08,4.57,10.35,8.01,1.4,58,0.0326,0.0579
S018,2024-09,4.53,10.2,2.34,0.4,58,0.001,-0.0091
S018,2024-10,4.74,10.13,0.0,0.0,63,0.001,0.0463
S018,2024-11,5.05,10.63,0.0,0.0,68,0.001,0.0664
S018,2024-12,5.46,10.54,0.0,0.0,71,0.0332,0.0802
S018,2025-01,5.52,9.78,0.0,0.0,69,0.0132,0.0118
S018,2025-02,5.53,9.55,0.0,0.0,70,0.001,
S018,2025-03,5.71,9.65,0.0,0.0,70,0.0303,0.0341
S018,2025-04,5.74,9.81,0.0,0.0,70,0.0257,0.0048
S018,2025-05,5.61,9.86,0.0,0.0,70,0.0072,-0.0237
S018,2025-06,5.6,9.5,0.0,0.0,65,0.0188,-0.0009
S018,2025-07,5.54,9.28,0.0,0.0,63,0.001,-0.0104
S018,2025-08,6.13,9.41,0.0,0.0,71,0.001,0.1065
S018,2025-09,5.95,9.15,0.0,0.0,68,0.0223,-0.0303
S018,2025-10,5.98,8.92,0.0,0.0,64,0.0342,0.0059
S018,2025-11,5.97,8.93,0.0,0.0,62,,-0.0024
S018,2025-12,6.34,8.8,0.0,0.0,65,0.0164,0.0623
S018,2026-01,5.95,8.91,0.0,0.0,61,0.0244,-0.0618
S018,2026-02,6.16,8.72,0.0,0.0,63,0.001,0.0355
S018,2026-03,6.76,8.87,0.0,0.0,68,0.0213,0.0984
S018,2026-04,7.43,9.0,0.0,0.0,76,0.001,0.0987
S018,2026-05,7.44,9.07,0.0,0.0,74,0.001,0.0013
S018,2026-06,8.16,9.22,0.0,0.0,80,0.0177,0.097
S019,2024-07,16.33,44.68,0.0,0.0,177,0.0832,-0.0679
S019,2024-08,15.51,45.94,0.0,0.0,151,0.1041,-0.0502
S019,2024-09,14.26,46.28,0.0,0.0,133,0.0726,-0.0804
S019,2024-10,12.36,46.12,0.0,0.0,107,,-0.1334
S019,2024-11,11.9,46.96,0.0,0.0,99,0.0548,-0.0373
S019,2024-12,12.07,48.87,0.0,0.0,93,0.0691,0.0141
S019,2025-01,10.45,47.89,0.0,0.0,70,0.0927,-0.1339
S019,2025-02,10.68,47.15,0.0,0.0,68,0.054,0.0215
S019,2025-03,9.47,48.13,0.0,0.0,53,0.104,-0.113
S019,2025-04,8.58,48.06,0.0,0.0,44,0.0786,-0.094
S019,2025-05,8.87,49.26,0.0,0.0,44,0.044,0.0334
S019,2025-06,9.25,48.87,0.0,0.0,43,0.0619,0.0427
S019,2025-07,8.33,47.34,0.0,0.0,37,0.0412,-0.0992
S019,2025-08,8.68,46.85,0.0,0.0,38,0.0549,0.0423
S019,2025-09,7.46,45.39,0.0,0.0,30,0.0512,-0.1413
S019,2025-10,6.07,45.37,0.0,0.0,21,0.0867,-0.186
S019,2025-11,5.72,45.82,0.0,0.0,18,0.0661,-0.0576
S019,2025-12,5.43,45.16,0.0,0.0,15,0.0977,-0.0499
S019,2026-01,5.54,46.17,0.0,0.0,15,0.0363,0.0196
S019,2026-02,5.44,44.84,0.0,0.0,14,0.0635,-0.0178
S019,2026-03,6.0,45.58,0.0,0.0,14,0.0505,0.0528
S019,2026-04,5.38,45.44,0.0,0.0,11,0.0612,-0.0606
S019,2026-05,5.0,45.98,0.0,0.0,10,0.06,-0.0714
S019,2026-06,4.38,45.95,0.0,0.0,10,0.0741,-0.1242
S020,2024-07,51.18,57.99,217.72,32.0,230,0.053,0.0979
S020,2024-08,52.48,58.48,211.72,35.3,228,0.0229,
S020,2024-09,58.05,57.95,211.72,99.0,243,0.0691,0.1061
S020,2024-10,59.69,58.3,211.72,99.0,251,0.0088,0.0283
S020,2024-11,64.99,58.92,211.72,99.0,274,0.0399,
S020,2024-12,64.52,58.01,211.72,99.0,268,0.0399,-0.0073
S020,2025-01,58.11,58.17,211.67,99.0,228,0.053,-0.0993
S020,2025-02,62.19,58.74,211.67,99.0,224,0.0797,0.0702
S020,2025-03,65.53,57.37,211.67,99.0,228,0.0045,0.0537
S020,2025-04,67.9,57.41,211.67,99.0,224,0.0272,0.0361
S020,2025-05,65.34,57.24,211.67,99.0,205,0.0527,-0.0376
S020,2025-06,66.58,56.64,211.67,99.0,192,0.0718,0.0189
S020,2025-07,64.04,55.91,211.67,99.0,173,0.0477,-0.0381
S020,2025-08,64.81,55.93,211.67,99.0,173,0.0229,0.012
S020,2025-09,61.13,54.51,211.67,99.0,152,,-0.0567
S020,2025-10,53.5,54.93,210.24,99.0,124,0.0578,-0.1249
S020,2025-11,51.56,55.87,205.93,47.8,115,0.0139,
S020,2025-12,53.94,55.71,204.16,99.0,109,0.0581,0.0463
S020,2026-01,49.62,55.56,198.22,33.3,98,0.0452,-0.0802
S020,2026-02,50.33,55.58,192.97,36.8,100,0.029,0.0143
S020,2026-03,47.19,55.81,184.34,21.4,94,0.0171,-0.0624
S020,2026-04,44.43,56.47,172.3,14.3,89,0.0391,-0.0584
S020,2026-05,43.85,56.78,159.37,12.3,86,0.0212,-0.0131
S020,2026-06,44.3,54.88,148.79,14.1,88,0.0085,0.0102
S021,2024-07,5.52,20.44,336.89,22.6,116,0.109,-0.1825
S021,2024-08,5.92,20.97,321.84,21.4,112,0.0822,0.0718
S021,2024-09,6.31,20.97,307.18,20.9,115,0.0932,0.0661
S021,2024-10,6.34,20.69,292.83,20.4,106,0.0755,0.005
S021,2024-11,6.0,20.46,278.83,19.9,98,0.0728,0.0196
S021,2024-12,6.3,20.64,264.49,18.4,94,0.0285,-0.0257
S021,2025-01,6.18,20.43,250.25,17.6,83,0.1228,-0.0188
S021,2025-02,5.55,20.87,234.92,15.3,66,0.1071,-0.1028
S021,2025-03,5.62,21.12,219.43,14.2,64,0.0405,0.0138
S021,2025-04,5.43,21.83,203.03,12.4,56,0.0889,
S021,2025-05,5.31,22.38,185.96,10.9,50,0.0785,-0.0223
S021,2025-06,5.11,22.92,168.16,9.4,44,0.0921,-0.0372
S021,2025-07,5.11,22.77,150.5,8.5,40,0.0783,0.0002
S021,2025-08,4.92,23.5,131.91,7.1,35,0.0607,-0.0387
S021,2025-09,4.35,22.93,113.33,6.1,28,0.0785,-0.1155
S021,2025-10,4.89,22.91,95.32,5.3,29,0.108,0.1258
S021,2025-11,4.74,23.99,76.06,4.0,26,0.0876,-0.0318
S021,2025-12,5.2,24.31,56.95,3.0,26,0.0972,0.0966
S021,2026-01,4.64,24.46,37.13,1.9,21,0.1037,
S021,2026-02,4.3,24.84,16.59,0.8,17,0.0852,-0.0728
S021,2026-03,4.36,25.07,0.0,0.0,16,0.093,
S021,2026-04,4.57,25.36,0.0,0.0,15,0.1195,0.0476
S021,2026-05,4.47,24.87,0.0,0.0,14,0.0625,-0.0225
S021,2026-06,4.17,24.49,0.0,0.0,12,0.0671,-0.0655
S022,2024-07,4.71,5.38,40.85,61.2,465,0.0675,0.1591
S022,2024-08,5.4,5.24,40.85,99.0,514,0.0473,0.1454
S022,2024-09,5.42,5.34,40.85,99.0,500,0.0289,0.0045
S022,2024-10,5.58,5.4,40.85,99.0,518,0.0148,0.029
S022,2024-11,6.43,5.44,40.85,99.0,579,0.0596,0.1524
S022,2024-12,6.64,5.58,40.85,99.0,582,0.0361,0.0328
S022,2025-01,7.1,5.62,40.85,99.0,609,0.0345,0.0698
S022,2025-02,7.21,5.74,40.85,99.0,585,0.0587,0.0157
S022,2025-03,7.66,5.79,40.85,99.0,610,0.0312,0.0616
S022,2025-04,8.88,5.68,40.85,99.0,685,0.0527,0.1595
S022,2025-05,9.62,5.61,40.85,99.0,693,0.0696,0.0839
S022,2025-06,9.44,5.66,40.85,99.0,681,0.0213,-0.0189
S022,2025-07,12.0,5.72,40.85,99.0,785,0.0667,0.1699
S022,2025-08,12.67,5.74,40.85,99.0,875,0.078,0.1478
S022,2025-09,15.16,5.66,40.85,99.0,1029,0.0182,0.1959
S022,2025-10,17.16,5.66,40.85,99.0,1144,0.0412,0.132
S022,2025-11,17.18,5.66,40.85,99.0,1092,0.0677,0.0015
S022,2025-12,19.44,5.83,40.85,99.0,1183,0.044,0.1313
S022,2026-01,22.57,5.95,40.85,99.0,1314,0.0565,0.1611
S022,2026-02,24.6,5.78,40.85,99.0,1384,0.0676,0.0899
S022,2026-03,24.87,5.86,40.85,99.0,1310,0.0534,0.0111
S022,2026-04,25.31,5.89,40.85,99.0,1344,0.0373,0.0174
S022,2026-05,29.03,5.92,40.85,99.0,1515,0.0558,0.1469
S022,2026-06,33.11,5.97,40.85,99.0,1796,0.0257,0.1406
S023,2024-07,2.97,9.45,33.29,5.1,692,0.0245,-0.083
S023,2024-08,3.2,9.47,27.03,4.3,730,0.0473,0.0773
S023,2024-09,3.35,9.37,21.01,3.5,747,0.0373,0.0471
S023,2024-10,3.25,9.53,14.72,2.3,696,0.0464,-0.0323
S023,2024-11,3.55,9.48,8.79,1.5,735,0.037,0.0929
S023,2024-12,3.7,9.51,2.98,0.5,750,0.0273,0.042
S023,2025-01,3.63,9.35,0.0,0.0,735,0.006,-0.0182
S023,2025-02,3.34,9.23,0.0,0.0,677,0.0284,-0.0807
S023,2025-03,3.2,9.07,0.0,0.0,626,0.033,-0.0395
S023,2025-04,3.54,8.83,0.0,0.0,680,0.033,0.1035
S023,2025-05,3.8,8.74,0.0,0.0,733,0.0023,0.0743
S023,2025-06,4.19,8.76,0.0,0.0,766,0.0454,0.1025
S023,2025-07,3.98,8.74,0.0,0.0,739,0.0121,-0.0486
S023,2025-08,3.87,8.71,0.0,0.0,716,0.0029,-0.0294
S023,2025-09,3.67,8.28,0.0,0.0,674,0.0515,-0.0498
S023,2025-10,4.0,8.36,0.0,0.0,729,0.0323,0.0892
S023,2025-11,4.38,8.36,0.0,0.0,785,0.0169,0.0948
S023,2025-12,4.92,8.33,0.0,0.0,865,0.001,0.1236
S023,2026-01,4.9,8.47,0.0,0.0,857,0.0352,-0.0041
S023,2026-02,4.85,8.11,0.0,0.0,836,0.0308,-0.0102
S023,2026-03,5.03,7.89,0.0,0.0,892,0.0336,0.0371
S023,2026-04,4.77,7.97,0.0,0.0,868,0.001,-0.0526
S023,2026-05,4.62,8.01,0.0,0.0,840,0.0148,-0.0322
S023,2026-06,4.46,7.87,0.0,0.0,771,0.0495,-0.0331
S024,2024-07,12.35,19.28,63.54,9.2,589,0.0966,-0.0393
S024,2024-08,12.79,19.56,56.78,8.4,542,0.1047,0.0354
S024,2024-09,12.14,19.39,49.52,6.8,478,0.0871,-0.0513
S024,2024-10,12.46,19.63,42.35,5.9,444,0.1214,0.027
S024,2024-11,11.0,19.27,35.45,5.1,407,0.08,-0.008
S024,2024-12,13.22,19.35,29.32,4.8,400,,0.0696
S024,2025-01,13.19,19.79,22.72,3.4,351,0.1261,-0.0023
S024,2025-02,13.19,19.41,16.49,2.7,297,0.1331,-0.0003
S024,2025-03,14.47,19.37,11.6,2.4,297,0.0823,0.097
S024,2025-04,17.31,19.55,9.36,4.2,335,,0.1961
S024,2025-05,16.46,19.65,6.17,1.9,286,0.0954,-0.0488
S024,2025-06,18.1,19.66,4.61,3.0,297,0.0632,0.0993
S024,2025-07,18.52,19.41,3.72,4.2,280,0.078,0.0232
S024,2025-08,20.39,19.32,3.72,99.0,273,0.1229,0.101
S024,2025-09,20.99,19.24,3.72,99.0,247,0.1094,0.0293
S024,2025-10,22.31,19.38,3.72,99.0,244,0.0815,0.0627
S024,2025-11,25.12,19.53,3.72,99.0,251,0.0802,0.126
S024,2025-12,26.22,19.7,3.72,99.0,229,0.1082,0.0437
S024,2026-01,23.84,20.26,3.72,99.0,189,0.1009,-0.0905
S024,2026-02,22.09,19.96,3.72,99.0,159,0.1141,-0.0737
S024,2026-03,20.24,19.55,3.72,99.0,130,0.0921,-0.0838
S024,2026-04,18.98,19.16,3.54,19.6,109,0.0849,-0.0623
S024,2026-05,17.38,19.37,1.55,0.8,91,0.0932,-0.0843
S024,2026-06,15.14,19.47,0.0,0.0,67,0.1358,-0.1286
S025,2024-07,27.43,63.37,35.06,1.0,524,0.0403,0.127
S025,2024-08,29.43,63.94,0.55,0.0,549,0.0524,0.0727
S025,2024-09,31.15,63.12,0.0,0.0,534,0.0578,0.0587
S025,2024-10,34.35,65.09,0.0,0.0,535,0.0732,0.1026
S025,2024-11,39.01,62.78,0.0,0.0,583,0.0503,0.1357
S025,2024-12,42.77,61.32,0.0,0.0,613,0.0689,0.0962
S025,2025-01,48.75,62.67,0.0,0.0,645,0.1127,0.14
S025,2025-02,52.45,63.56,0.0,0.0,652,0.0838,0.0759
S025,2025-03,57.67,62.21,0.0,0.0,686,,0.0995
S025,2025-04,63.31,61.18,0.0,99.0,731,0.0829,0.0978
S025,2025-05,62.31,61.71,0.0,99.0,679,0.0732,-0.0158
S025,2025-06,66.24,61.34,0.0,99.0,672,0.0771,0.063
S025,2025-07,66.08,60.87,0.0,99.0,654,0.0462,-0.0024
S025,2025-08,64.56,61.94,0.0,99.0,596,0.0831,-0.0231
S025,2025-09,61.91,61.35,0.0,99.0,513,0.0976,
S025,2025-10,63.41,60.38,0.0,99.0,484,0.0731,0.0242
S025,2025-11,73.74,60.13,0.0,99.0,524,0.0634,0.1629
S025,2025-12,82.43,60.5,0.0,99.0,536,0.0586,0.1179
S025,2026-01,91.79,60.09,0.0,99.0,579,0.0812,0.1135
S025,2026-02,99.8,59.29,0.0,99.0,601,0.0515,0.0873
S025,2026-03,109.63,59.18,0.0,99.0,606,,0.0985
S025,2026-04,118.48,58.17,0.0,99.0,601,0.0798,0.0808
S025,2026-05,130.29,58.56,0.0,99.0,617,0.0702,0.0997
S025,2026-06,124.79,59.72,0.0,99.0,551,0.0825,-0.0423
S026,2024-07,9.02,15.79,145.24,21.5,280,0.0881,0.0748
S026,2024-08,8.87,15.63,138.48,20.5,257,0.0674,-0.0173
S026,2024-09,9.0,15.9,131.57,19.1,231,0.0917,
S026,2024-10,9.24,15.78,125.03,19.1,218,0.1188,0.0266
S026,2024-11,10.1,15.55,119.58,21.9,213,0.1312,0.0932
S026,2024-12,11.14,15.35,115.37,27.4,220,0.0854,0.1029
S026,2025-01,11.3,15.69,110.98,25.3,211,0.0868,0.0145
S026,2025-02,11.86,15.57,107.26,28.9,199,0.1045,0.0493
S026,2025-03,13.59,14.7,106.16,96.0,202,0.1049,0.1464
S026,2025-04,13.48,14.63,105.01,91.5,175,0.1215,-0.0082
S026,2025-05,14.61,14.24,105.01,99.0,169,0.1183,0.0838
S026,2025-06,14.75,14.1,105.01,99.0,156,0.117,0.0098
S026,2025-07,15.22,13.73,105.01,99.0,147,0.0771,0.032
S026,2025-08,13.25,14.04,104.22,99.0,115,0.0848,-0.1295
S026,2025-09,14.51,13.86,104.22,99.0,117,,0.0951
S026,2025-10,13.6,13.92,103.91,99.0,99,0.0839,
S026,2025-11,13.19,13.84,103.26,99.0,86,0.0931,-0.0303
S026,2025-12,12.98,13.78,102.45,99.0,77,0.0877,-0.0162
S026,2026-01,12.52,14.02,100.96,67.5,67,0.0933,-0.0352
S026,2026-02,12.85,13.95,99.85,90.2,66,0.0567,0.026
S026,2026-03,12.13,14.17,97.81,47.9,58,0.0866,-0.0558
S026,2026-04,11.74,14.15,95.39,39.5,49,0.1156,-0.0325
S026,2026-05,11.38,14.29,92.48,31.8,42,0.1041,-0.0301
S026,2026-06,10.09,14.08,88.5,22.2,32,0.1049,-0.1138
S027,2024-07,2.79,4.83,31.61,15.5,189,0.0424,0.0747
S027,2024-08,2.93,4.8,29.74,15.9,192,0.0141,0.0493
S027,2024-09,3.4,4.7,28.44,21.9,209,0.0616,0.1615
S027,2024-10,3.71,4.58,27.58,31.8,220,0.0407,0.0911
S027,2024-11,3.86,4.62,26.82,35.4,220,0.0209,0.0409
S027,2024-12,4.27,4.5,26.59,99.0,240,,0.1053
S027,2025-01,4.43,4.59,26.42,99.0,238,0.0399,0.0371
S027,2025-02,5.06,4.48,26.42,99.0,268,0.0227,0.1437
S027,2025-03,5.55,4.56,26.42,99.0,283,0.0513,0.0959
S027,2025-04,5.79,4.38,26.42,99.0,306,0.004,0.0428
S027,2025-05,5.5,4.3,26.42,99.0,278,0.0532,-0.0505
S027,2025-06,6.13,4.33,26.42,99.0,297,0.0597,
S027,2025-07,7.0,4.26,26.42,99.0,314,0.042,
S027,2025-08,6.96,4.32,26.42,99.0,322,0.0483,0.0324
S027,2025-09,8.0,4.39,26.42,99.0,387,0.001,0.157
S027,2025-10,8.97,4.31,26.42,99.0,409,0.0449,0.1147
S027,2025-11,9.84,4.18,26.42,99.0,452,0.0141,0.0967
S027,2025-12,11.06,4.2,26.42,99.0,482,0.0246,0.124
S027,2026-01,11.58,4.23,26.42,99.0,497,0.0239,0.0471
S027,2026-02,12.14,4.19,26.42,99.0,507,0.0318,0.0485
S027,2026-03,13.92,3.99,26.42,99.0,567,0.0194,0.1462
S027,2026-04,14.93,3.98,26.42,99.0,600,0.0627,0.0728
S027,2026-05,15.13,3.97,26.42,99.0,583,0.0342,0.0132
S027,2026-06,16.6,3.94,26.42,99.0,637,0.0089,0.0973
S028,2024-07,59.55,161.27,101.85,1.0,532,,0.0678
S028,2024-08,61.39,157.92,5.32,0.1,505,0.1254,0.0308
S028,2024-09,65.48,154.3,0.0,0.0,519,0.0617,
S028,2024-10,61.02,155.5,0.0,0.0,413,0.1318,-0.0681
S028,2024-11,58.49,156.67,0.0,0.0,362,0.0751,-0.0413
S028,2024-12,57.72,156.04,0.0,0.0,339,0.1133,-0.0132
S028,2025-01,57.26,153.72,0.0,0.0,285,0.1295,-0.008
S028,2025-02,50.84,152.2,0.0,0.0,225,0.0954,-0.1121
S028,2025-03,49.97,153.34,0.0,0.0,196,0.1225,-0.0171
S028,2025-04,47.26,156.76,0.0,0.0,164,0.0847,-0.0543
S028,2025-05,50.54,160.65,0.0,0.0,161,0.0853,0.0695
S028,2025-06,46.54,162.03,0.0,0.0,130,0.1357,-0.0791
S028,2025-07,49.22,165.01,0.0,0.0,128,0.1011,0.0576
S028,2025-08,51.06,170.09,0.0,0.0,117,0.0919,0.0372
S028,2025-09,54.03,171.62,0.0,0.0,113,0.0952,0.0582
S028,2025-10,62.89,169.76,0.0,0.0,123,0.084,0.1639
S028,2025-11,67.15,177.83,0.0,0.0,115,0.1142,0.0677
S028,2025-12,80.0,178.12,0.0,0.0,118,0.0843,0.123
S028,2026-01,78.7,179.32,0.0,0.0,114,0.108,0.0436
S028,2026-02,73.1,184.58,0.0,0.0,101,0.0907,-0.0711
S028,2026-03,75.08,181.55,0.0,0.0,100,0.0606,0.027
S028,2026-04,71.99,181.35,0.0,0.0,87,0.1164,-0.0411
S028,2026-05,77.08,177.45,0.0,0.0,81,0.1296,0.0707
S028,2026-06,63.76,173.63,0.0,0.0,57,0.1055,-0.1729
S029,2024-07,8.0,21.98,20.5,1.6,181,0.0616,-0.1276
S029,2024-08,9.21,22.45,7.26,0.5,158,0.1118,0.002
S029,2024-09,10.65,22.14,0.0,0.0,172,0.0836,0.1564
S029,2024-10,12.65,21.94,0.0,0.0,203,0.0442,0.188
S029,2024-11,12.13,21.83,0.0,0.0,183,0.0578,-0.0414
S029,2024-12,11.62,22.17,0.0,0.0,159,0.0818,-0.0419
S029,2025-01,12.63,22.33,0.0,0.0,170,0.0432,0.0866
S029,2025-02,13.01,22.99,0.0,0.0,160,0.0826,0.0299
S029,2025-03,13.04,23.41,0.0,0.0,150,,0.0026
S029,2025-04,13.06,22.92,0.0,0.0,142,0.065,0.0014
S029,2025-05,14.38,23.11,0.0,0.0,144,0.0792,0.1011
S029,2025-06,15.72,23.35,0.0,0.0,151,0.066,0.0936
S029,2025-07,16.6,23.02,0.0,0.0,147,0.0781,0.0561
S029,2025-08,19.95,23.31,0.0,0.0,167,0.0839,0.2013
S029,2025-09,22.21,23.32,0.0,0.0,179,0.0683,0.1135
S029,2025-10,22.31,22.87,0.0,0.0,177,0.0549,0.0047
S029,2025-11,22.9,22.64,0.0,99.0,172,0.0755,0.0261
S029,2025-12,22.81,22.03,0.0,99.0,162,0.0867,-0.0036
S029,2026-01,25.02,21.83,0.0,99.0,162,0.1055,0.0968
S029,2026-02,27.62,22.12,0.0,99.0,178,0.0497,0.1038
S029,2026-03,28.19,22.42,0.0,99.0,175,0.0533,0.0205
S029,2026-04,30.84,23.34,0.0,99.0,176,0.1082,0.0941
S029,2026-05,28.03,23.44,0.0,99.0,150,0.0683,-0.0912
S029,2026-06,26.12,23.39,0.0,99.0,129,0.0698,-0.0682
S030,2024-07,15.12,31.89,119.43,7.1,18,0.0514,-0.0127
S030,2024-08,15.27,31.48,103.22,6.4,16,0.0862,0.01
S030,2024-09,15.88,31.59,87.51,5.6,15,0.108,0.0394
S030,2024-10,15.35,32.17,70.69,4.2,14,0.0332,-0.033
S030,2024-11,15.71,32.32,54.08,3.3,13,0.0592,0.0235
S030,2024-12,14.86,32.45,36.5,2.1,12,0.0437,-0.0541
S030,2025-01,12.13,32.31,16.32,0.8,10,0.0681,-0.1837
S030,2025-02,11.37,33.1,0.0,0.0,10,0.038,-0.063
S030,2025-03,11.88,33.86,0.0,0.0,10,0.0378,0.0446
S030,2025-04,11.14,33.04,0.0,0.0,10,0.076,-0.0617
S030,2025-05,10.77,33.5,0.0,0.0,10,0.0354,-0.0336
S030,2025-06,10.33,34.29,0.0,0.0,10,0.0548,-0.0407
S030,2025-07,11.21,34.55,0.0,0.0,10,0.0727,0.0852
S030,2025-08,11.35,34.36,0.0,0.0,10,0.0609,0.0123
S030,2025-09,9.61,35.19,0.0,0.0,10,0.0691,-0.1535
S030,2025-10,9.89,34.68,0.0,0.0,10,0.0459,0.0291
S030,2025-11,10.85,33.94,0.0,0.0,10,0.0134,
S030,2025-12,11.73,32.83,0.0,0.0,10,0.0423,0.0812
S030,2026-01,13.85,32.0,0.0,0.0,11,0.038,0.1811
S030,2026-02,15.03,31.67,0.0,0.0,11,0.0335,0.0855
S030,2026-03,15.7,32.86,0.0,0.0,10,0.0791,0.0442
S030,2026-04,15.43,34.53,0.0,0.0,10,0.058,-0.0172
S030,2026-05,17.4,33.58,0.0,0.0,11,0.029,0.1278
S030,2026-06,17.42,33.49,0.0,0.0,10,0.0858,0.001
S031,2024-07,6.55,13.15,38.51,5.8,400,0.0384,0.097
S031,2024-08,7.33,13.16,32.67,5.6,428,0.0643,0.1184
S031,2024-09,8.47,13.01,28.13,6.2,488,0.0421,0.1558
S031,2024-10,8.7,12.76,24.08,5.9,486,0.0266,0.0279
S031,2024-11,9.52,12.26,21.34,7.8,550,0.0081,0.0936
S031,2024-12,9.7,12.27,18.77,7.3,561,0.0094,0.0187
S031,2025-01,9.88,11.85,16.81,8.6,553,0.0659,0.0191
S031,2025-02,10.43,12.05,15.19,9.4,555,0.0773,0.0558
S031,2025-03,11.38,12.06,14.52,21.5,578,0.0522,0.091
S031,2025-04,11.9,12.13,14.29,62.4,588,0.0297,0.0456
S031,2025-05,12.64,12.38,14.29,99.0,629,0.0165,0.0623
S031,2025-06,14.03,12.53,14.29,99.0,668,0.0231,0.1098
S031,2025-07,15.38,12.54,14.29,99.0,689,0.0593,0.0958
S031,2025-08,17.04,12.77,14.29,99.0,750,0.0373,0.1079
S031,2025-09,18.49,12.52,14.29,99.0,808,0.0498,0.0852
S031,2025-10,19.66,12.12,14.29,99.0,818,0.0255,0.0636
S031,2025-11,22.41,12.27,14.29,99.0,893,0.0292,0.1397
S031,2025-12,22.68,12.07,14.29,99.0,877,0.0414,0.0122
S031,2026-01,25.92,11.87,14.29,99.0,982,0.009,0.1427
S031,2026-02,27.5,11.66,14.29,99.0,1009,0.0334,0.0609
S031,2026-03,30.84,11.49,14.29,99.0,1124,0.0316,0.1217
S031,2026-04,31.72,11.55,14.29,99.0,1118,0.0458,0.0283
S031,2026-05,31.53,11.8,14.29,99.0,1029,0.0836,-0.0058
S031,2026-06,31.52,11.77,14.29,99.0,965,0.059,-0.0005
S032,2024-07,35.23,83.91,0.0,0.0,1055,0.0683,0.1045
S032,2024-08,38.97,85.59,0.0,0.0,1094,0.0713,0.1062
S032,2024-09,40.66,88.43,0.0,0.0,1117,0.0532,0.0433
S032,2024-10,43.74,87.57,0.0,0.0,1180,,0.0758
S032,2024-11,46.4,90.47,0.0,0.0,1267,0.043,
S032,2024-12,50.03,90.88,0.0,0.0,1325,0.0484,
S032,2025-01,54.23,92.31,0.0,0.0,1432,0.0407,0.0839
S032,2025-02,58.42,93.16,0.0,0.0,1450,0.0558,0.0772
S032,2025-03,61.91,93.23,0.0,0.0,1527,0.0325,0.0599
S032,2025-04,69.05,91.59,0.0,0.0,1648,0.0398,0.1153
S032,2025-05,72.98,90.83,0.0,0.0,1668,0.059,0.0569
S032,2025-06,71.04,88.28,0.0,0.0,1662,0.0058,-0.0266
S032,2025-07,75.04,89.87,0.0,0.0,1710,0.0375,0.0564
S032,2025-08,80.18,88.59,0.0,0.0,1853,0.0292,
S032,2025-09,91.36,87.64,0.0,99.0,1981,0.0704,0.1394
S032,2025-10,90.97,90.58,0.0,99.0,1927,0.0271,-0.0042
S032,2025-11,96.48,93.3,0.0,99.0,1847,0.0782,0.0605
S032,2025-12,101.81,93.06,0.0,99.0,1887,0.0557,0.0553
S032,2026-01,98.86,92.02,0.0,99.0,1744,0.0698,-0.0291
S032,2026-02,105.23,91.22,0.0,99.0,1798,,0.0645
S032,2026-03,111.28,89.04,0.0,99.0,1801,0.0355,0.0575
S032,2026-04,127.17,90.21,0.0,99.0,1955,0.0581,0.1428
S032,2026-05,129.85,91.92,0.0,99.0,1799,0.0983,0.0211
S032,2026-06,145.93,91.69,0.0,99.0,1993,0.056,0.1238
S033,2024-07,16.0,43.73,583.65,21.0,59,0.0305,0.0769
S033,2024-08,16.45,44.5,555.6,19.8,58,0.0376,0.0281
S033,2024-09,17.67,43.19,530.07,20.8,58,0.0457,
S033,2024-10,19.7,42.8,506.97,21.9,62,0.0586,0.1148
S033,2024-11,20.02,42.41,484.58,21.6,59,0.0378,0.0163
